#Nucl_X Initial_stress Strength_excess Dc_0 Dc_Rate Seismic_Moment Ruptured_Area Rupture_velocity Stress_drop E_g E_r
1000. 0.2 0.09 0.2 0.0 0.46139E+19 0.82910E+08 0.33291E+04 0.26274E+08 0.94694E+15 0.92132E+15
1000. 0.2 0.09 0.2 0.03 0.41993E+19 0.79110E+08 0.32717E+04 0.25375E+08 0.10496E+16 0.59253E+15
1000. 0.2 0.09 0.2 0.06 0.38084E+19 0.77410E+08 0.32155E+04 0.24293E+08 0.10744E+16 0.35145E+15
1000. 0.2 0.09 0.2 0.09 0.29273E+19 0.63560E+08 0.30522E+04 0.23905E+08 0.85550E+15 0.22297E+15
1000. 0.2 0.09 0.2 0.12 0.17066E+19 0.40110E+08 0.28757E+04 0.27409E+08 0.54542E+15 0.17549E+15
1000. 0.2 0.09 0.2 0.15 0.86882E+18 0.22970E+08 0.29188E+04 0.35886E+08 0.32224E+15 0.15828E+15
1000. 0.2 0.09 0.3 0.0 0.45000E+19 0.82200E+08 0.32906E+04 0.25892E+08 0.10146E+16 0.78107E+15
1000. 0.2 0.09 0.3 0.03 0.40422E+19 0.78180E+08 0.32366E+04 0.25194E+08 0.10849E+16 0.48455E+15
1000. 0.2 0.09 0.3 0.06 0.36459E+19 0.76170E+08 0.31446E+04 0.23762E+08 0.10723E+16 0.26281E+15
1000. 0.2 0.09 0.3 0.09 0.23909E+19 0.53630E+08 0.28539E+04 0.24821E+08 0.74286E+15 0.17174E+15
1000. 0.2 0.09 0.3 0.12 0.10693E+19 0.27530E+08 0.27077E+04 0.31991E+08 0.37930E+15 0.14789E+15
1000. 0.2 0.09 0.3 0.15 0.48587E+18 0.13840E+08 0.30149E+04 0.48993E+08 0.22822E+15 0.13864E+15
1000. 0.2 0.09 0.4 0.0 0.42958E+19 0.80500E+08 0.32579E+04 0.25452E+08 0.10302E+16 0.65484E+15
1000. 0.2 0.09 0.4 0.03 0.39278E+19 0.77710E+08 0.31905E+04 0.24801E+08 0.11164E+16 0.38481E+15
1000. 0.2 0.09 0.4 0.06 0.33602E+19 0.71910E+08 0.29710E+04 0.23387E+08 0.10189E+16 0.19219E+15
1000. 0.2 0.09 0.4 0.09 0.16490E+19 0.39300E+08 0.24306E+04 0.27248E+08 0.55816E+15 0.13430E+15
1000. 0.2 0.09 0.4 0.12 0.43706E+18 0.12670E+08 0.29469E+04 0.51685E+08 0.22227E+15 0.12587E+15
1000. 0.2 0.09 0.4 0.15 0.28129E+18 0.80400E+07 0.32958E+04 0.70129E+08 0.17935E+15 0.12467E+15
1000. 0.2 0.09 0.5 0.0 0.41248E+19 0.78650E+08 0.32140E+04 0.25249E+08 0.10598E+16 0.54523E+15
1000. 0.2 0.09 0.5 0.03 0.38083E+19 0.77280E+08 0.30964E+04 0.24271E+08 0.11314E+16 0.29308E+15
1000. 0.2 0.09 0.5 0.06 0.28072E+19 0.61770E+08 0.25122E+04 0.23655E+08 0.88196E+15 0.14142E+15
1000. 0.2 0.09 0.5 0.09 0.34427E+18 0.10100E+08 0.30024E+04 0.59850E+08 0.20340E+15 0.11415E+15
1000. 0.2 0.09 0.5 0.12 0.23318E+18 0.65300E+07 0.33652E+04 0.79858E+08 0.17334E+15 0.11364E+15
1000. 0.2 0.09 0.5 0.15 0.20058E+18 0.54200E+07 0.34820E+04 0.90065E+08 0.16605E+15 0.11237E+15
1000. 0.2 0.11 0.1 0.0 0.47015E+19 0.82850E+08 0.33674E+04 0.27305E+08 0.89009E+15 0.10884E+16
1000. 0.2 0.11 0.1 0.03 0.43258E+19 0.80380E+08 0.32877E+04 0.26195E+08 0.10379E+16 0.70839E+15
1000. 0.2 0.11 0.1 0.06 0.38906E+19 0.77740E+08 0.32354E+04 0.25173E+08 0.10717E+16 0.43770E+15
1000. 0.2 0.11 0.1 0.09 0.30300E+19 0.64110E+08 0.30891E+04 0.24846E+08 0.87280E+15 0.28745E+15
1000. 0.2 0.11 0.1 0.12 0.18521E+19 0.41810E+08 0.29521E+04 0.28341E+08 0.57902E+15 0.22994E+15
1000. 0.2 0.11 0.1 0.15 0.10309E+19 0.25680E+08 0.29662E+04 0.35865E+08 0.36319E+15 0.20662E+15
1000. 0.2 0.11 0.2 0.0 0.45998E+19 0.82660E+08 0.33103E+04 0.26778E+08 0.96900E+15 0.92929E+15
1000. 0.2 0.11 0.2 0.03 0.41300E+19 0.78720E+08 0.32540E+04 0.26012E+08 0.10708E+16 0.58480E+15
1000. 0.2 0.11 0.2 0.06 0.37245E+19 0.76440E+08 0.31673E+04 0.24564E+08 0.10741E+16 0.33591E+15
1000. 0.2 0.11 0.2 0.09 0.25366E+19 0.55120E+08 0.29384E+04 0.25800E+08 0.78362E+15 0.22499E+15
1000. 0.2 0.11 0.2 0.12 0.13081E+19 0.31530E+08 0.27983E+04 0.31833E+08 0.44633E+15 0.19542E+15
1000. 0.2 0.11 0.2 0.15 0.64913E+18 0.17240E+08 0.29814E+04 0.45715E+08 0.27715E+15 0.18019E+15
1000. 0.2 0.11 0.3 0.0 0.44680E+19 0.81940E+08 0.32678E+04 0.26323E+08 0.10302E+16 0.78234E+15
1000. 0.2 0.11 0.3 0.03 0.39914E+19 0.77820E+08 0.32167E+04 0.25738E+08 0.11124E+16 0.47079E+15
1000. 0.2 0.11 0.3 0.06 0.34682E+19 0.72550E+08 0.30472E+04 0.24320E+08 0.10491E+16 0.25088E+15
1000. 0.2 0.11 0.3 0.09 0.19055E+19 0.43190E+08 0.26681E+04 0.27537E+08 0.62157E+15 0.18708E+15
1000. 0.2 0.11 0.3 0.12 0.69471E+18 0.18520E+08 0.28029E+04 0.43430E+08 0.30195E+15 0.16303E+15
1000. 0.2 0.11 0.3 0.15 0.38924E+18 0.10610E+08 0.31445E+04 0.62954E+08 0.21847E+15 0.15918E+15
1000. 0.2 0.11 0.4 0.0 0.42221E+19 0.79620E+08 0.32368E+04 0.25999E+08 0.10423E+16 0.64941E+15
1000. 0.2 0.11 0.4 0.03 0.38787E+19 0.77390E+08 0.31511E+04 0.25227E+08 0.11417E+16 0.36624E+15
1000. 0.2 0.11 0.4 0.06 0.30050E+19 0.64270E+08 0.27559E+04 0.24559E+08 0.95057E+15 0.18679E+15
1000. 0.2 0.11 0.4 0.09 0.84334E+18 0.22080E+08 0.24383E+04 0.38531E+08 0.35204E+15 0.14876E+15
1000. 0.2 0.11 0.4 0.12 0.33263E+18 0.91000E+07 0.31597E+04 0.69371E+08 0.20782E+15 0.14780E+15
1000. 0.2 0.11 0.4 0.15 0.25713E+18 0.67100E+07 0.33849E+04 0.84876E+08 0.19144E+15 0.14491E+15
1000. 0.2 0.11 0.5 0.0 0.40764E+19 0.78230E+08 0.31888E+04 0.25896E+08 0.10933E+16 0.53353E+15
1000. 0.2 0.11 0.5 0.03 0.37490E+19 0.76760E+08 0.29966E+04 0.24566E+08 0.11497E+16 0.26967E+15
1000. 0.2 0.11 0.5 0.06 0.20028E+19 0.45580E+08 0.18538E+04 0.26888E+08 0.68800E+15 0.14192E+15
1000. 0.2 0.11 0.5 0.09 0.27102E+18 0.73600E+07 0.32493E+04 0.79874E+08 0.19884E+15 0.13478E+15
1000. 0.2 0.11 0.5 0.12 0.22167E+18 0.56200E+07 0.34277E+04 0.93886E+08 0.18764E+15 0.13309E+15
1000. 0.2 0.11 0.5 0.15 0.19976E+18 0.48500E+07 0.35122E+04 0.10209E+09 0.18258E+15 0.13172E+15
1000. 0.3 0.01 0.1 0.0 0.75378E+19 0.86720E+08 0.35412E+04 0.36523E+08 0.17143E+16 0.25286E+16
1000. 0.3 0.01 0.1 0.03 0.69125E+19 0.83230E+08 0.34231E+04 0.36514E+08 0.18596E+16 0.20303E+16
1000. 0.3 0.01 0.1 0.06 0.66657E+19 0.82330E+08 0.33935E+04 0.35919E+08 0.20117E+16 0.16782E+16
1000. 0.3 0.01 0.1 0.09 0.64471E+19 0.81650E+08 0.33785E+04 0.35181E+08 0.21189E+16 0.13768E+16
1000. 0.3 0.01 0.1 0.12 0.62194E+19 0.79780E+08 0.33680E+04 0.34228E+08 0.21704E+16 0.11104E+16
1000. 0.3 0.01 0.1 0.15 0.59346E+19 0.78900E+08 0.33584E+04 0.33012E+08 0.21391E+16 0.88018E+15
1000. 0.3 0.01 0.2 0.0 0.72757E+19 0.86260E+08 0.34095E+04 0.35833E+08 0.16819E+16 0.23361E+16
1000. 0.3 0.01 0.2 0.03 0.68196E+19 0.82930E+08 0.33897E+04 0.36151E+08 0.19113E+16 0.18883E+16
1000. 0.3 0.01 0.2 0.06 0.65734E+19 0.82100E+08 0.33726E+04 0.35511E+08 0.20423E+16 0.15552E+16
1000. 0.3 0.01 0.2 0.09 0.63634E+19 0.81280E+08 0.33620E+04 0.34786E+08 0.21476E+16 0.12639E+16
1000. 0.3 0.01 0.2 0.12 0.61216E+19 0.79070E+08 0.33538E+04 0.33812E+08 0.21855E+16 0.10045E+16
1000. 0.3 0.01 0.2 0.15 0.58154E+19 0.78490E+08 0.33452E+04 0.33016E+08 0.22144E+16 0.74463E+15
1000. 0.3 0.01 0.3 0.0 0.70731E+19 0.85130E+08 0.33799E+04 0.36241E+08 0.18415E+16 0.21091E+16
1000. 0.3 0.01 0.3 0.03 0.67230E+19 0.82450E+08 0.33714E+04 0.35881E+08 0.19653E+16 0.17524E+16
1000. 0.3 0.01 0.3 0.06 0.64831E+19 0.81700E+08 0.33594E+04 0.35214E+08 0.20815E+16 0.14369E+16
1000. 0.3 0.01 0.3 0.09 0.62748E+19 0.80470E+08 0.33493E+04 0.34417E+08 0.21736E+16 0.11546E+16
1000. 0.3 0.01 0.3 0.12 0.60265E+19 0.78650E+08 0.33398E+04 0.33344E+08 0.21925E+16 0.90444E+15
1000. 0.3 0.01 0.3 0.15 0.56957E+19 0.78150E+08 0.33314E+04 0.32537E+08 0.22027E+16 0.65335E+15
1000. 0.3 0.01 0.4 0.0 0.69306E+19 0.84220E+08 0.33636E+04 0.36178E+08 0.19201E+16 0.19441E+16
1000. 0.3 0.01 0.4 0.03 0.66224E+19 0.82090E+08 0.33573E+04 0.36164E+08 0.21319E+16 0.15590E+16
1000. 0.3 0.01 0.4 0.06 0.64029E+19 0.81460E+08 0.33464E+04 0.34834E+08 0.21125E+16 0.13249E+16
1000. 0.3 0.01 0.4 0.09 0.61855E+19 0.79440E+08 0.33369E+04 0.34673E+08 0.23184E+16 0.98688E+15
1000. 0.3 0.01 0.4 0.12 0.59239E+19 0.78320E+08 0.33268E+04 0.33484E+08 0.23032E+16 0.75381E+15
1000. 0.3 0.01 0.4 0.15 0.55612E+19 0.77810E+08 0.33181E+04 0.32069E+08 0.21811E+16 0.56738E+15
1000. 0.3 0.01 0.5 0.0 0.68008E+19 0.83080E+08 0.33555E+04 0.36291E+08 0.20135E+16 0.17902E+16
1000. 0.3 0.01 0.5 0.03 0.65197E+19 0.81760E+08 0.33451E+04 0.35129E+08 0.20175E+16 0.15123E+16
1000. 0.3 0.01 0.5 0.06 0.63157E+19 0.80960E+08 0.33346E+04 0.35234E+08 0.22865E+16 0.11430E+16
1000. 0.3 0.01 0.5 0.09 0.60981E+19 0.78710E+08 0.33238E+04 0.34268E+08 0.23366E+16 0.88394E+15
1000. 0.3 0.01 0.5 0.12 0.58213E+19 0.78150E+08 0.33123E+04 0.33028E+08 0.23037E+16 0.65936E+15
1000. 0.3 0.01 0.5 0.15 0.54144E+19 0.77510E+08 0.33026E+04 0.31543E+08 0.21448E+16 0.48728E+15
1000. 0.3 0.03 0.1 0.0 0.73345E+19 0.85150E+08 0.34997E+04 0.37237E+08 0.16936E+16 0.25156E+16
1000. 0.3 0.03 0.1 0.03 0.68779E+19 0.82900E+08 0.34207E+04 0.36834E+08 0.18792E+16 0.20251E+16
1000. 0.3 0.03 0.1 0.06 0.66471E+19 0.82090E+08 0.33974E+04 0.36181E+08 0.20493E+16 0.16572E+16
1000. 0.3 0.03 0.1 0.09 0.64092E+19 0.80720E+08 0.33836E+04 0.35398E+08 0.21555E+16 0.13410E+16
1000. 0.3 0.03 0.1 0.12 0.61508E+19 0.79140E+08 0.33683E+04 0.34300E+08 0.21906E+16 0.10609E+16
1000. 0.3 0.03 0.1 0.15 0.58162E+19 0.78390E+08 0.33535E+04 0.33478E+08 0.22181E+16 0.78275E+15
1000. 0.3 0.03 0.2 0.0 0.71263E+19 0.84950E+08 0.34136E+04 0.36458E+08 0.16535E+16 0.23506E+16
1000. 0.3 0.03 0.2 0.03 0.68126E+19 0.82710E+08 0.33943E+04 0.36467E+08 0.19494E+16 0.18793E+16
1000. 0.3 0.03 0.2 0.06 0.65530E+19 0.81850E+08 0.33785E+04 0.35759E+08 0.20818E+16 0.15295E+16
1000. 0.3 0.03 0.2 0.09 0.63174E+19 0.79860E+08 0.33645E+04 0.35564E+08 0.23029E+16 0.11597E+16
1000. 0.3 0.03 0.2 0.12 0.60415E+19 0.78640E+08 0.33499E+04 0.34418E+08 0.23081E+16 0.89644E+15
1000. 0.3 0.03 0.2 0.15 0.56806E+19 0.77970E+08 0.33352E+04 0.33044E+08 0.22116E+16 0.68136E+15
1000. 0.3 0.03 0.3 0.0 0.70067E+19 0.84400E+08 0.33898E+04 0.36815E+08 0.18640E+16 0.21115E+16
1000. 0.3 0.03 0.3 0.03 0.67238E+19 0.82330E+08 0.33779E+04 0.36831E+08 0.21516E+16 0.16650E+16
1000. 0.3 0.03 0.3 0.06 0.64562E+19 0.81460E+08 0.33642E+04 0.36117E+08 0.22619E+16 0.13318E+16
1000. 0.3 0.03 0.3 0.09 0.62185E+19 0.79050E+08 0.33483E+04 0.35194E+08 0.23324E+16 0.10404E+16
1000. 0.3 0.03 0.3 0.12 0.59318E+19 0.78340E+08 0.33314E+04 0.33963E+08 0.23162E+16 0.78860E+15
1000. 0.3 0.03 0.3 0.15 0.55373E+19 0.77660E+08 0.33156E+04 0.32533E+08 0.21882E+16 0.58814E+15
1000. 0.3 0.03 0.4 0.0 0.69198E+19 0.83830E+08 0.33733E+04 0.36700E+08 0.19826E+16 0.19313E+16
1000. 0.3 0.03 0.4 0.03 0.66093E+19 0.81990E+08 0.33637E+04 0.35672E+08 0.20263E+16 0.16074E+16
1000. 0.3 0.03 0.4 0.06 0.63620E+19 0.80710E+08 0.33490E+04 0.35764E+08 0.22987E+16 0.12079E+16
1000. 0.3 0.03 0.4 0.09 0.61173E+19 0.78570E+08 0.33326E+04 0.34782E+08 0.23520E+16 0.92713E+15
1000. 0.3 0.03 0.4 0.12 0.58142E+19 0.78110E+08 0.33131E+04 0.33522E+08 0.23183E+16 0.68548E+15
1000. 0.3 0.03 0.4 0.15 0.53718E+19 0.77280E+08 0.32936E+04 0.32039E+08 0.21513E+16 0.50116E+15
1000. 0.3 0.03 0.5 0.0 0.68043E+19 0.82900E+08 0.33639E+04 0.36693E+08 0.20817E+16 0.17661E+16
1000. 0.3 0.03 0.5 0.03 0.64944E+19 0.81480E+08 0.33505E+04 0.36166E+08 0.22237E+16 0.13961E+16
1000. 0.3 0.03 0.5 0.06 0.62668E+19 0.79500E+08 0.33337E+04 0.35432E+08 0.23327E+16 0.10894E+16
1000. 0.3 0.03 0.5 0.09 0.60173E+19 0.78280E+08 0.33141E+04 0.34357E+08 0.23681E+16 0.81807E+15
1000. 0.3 0.03 0.5 0.12 0.56922E+19 0.77780E+08 0.32908E+04 0.33033E+08 0.23094E+16 0.58845E+15
1000. 0.3 0.03 0.5 0.15 0.51838E+19 0.76860E+08 0.32644E+04 0.31483E+08 0.20940E+16 0.42117E+15
1000. 0.3 0.05 0.1 0.0 0.72220E+19 0.84340E+08 0.34763E+04 0.37754E+08 0.16743E+16 0.25279E+16
1000. 0.3 0.05 0.1 0.03 0.68794E+19 0.82750E+08 0.34114E+04 0.37203E+08 0.19200E+16 0.20243E+16
1000. 0.3 0.05 0.1 0.06 0.66270E+19 0.81880E+08 0.33881E+04 0.36457E+08 0.20831E+16 0.16403E+16
1000. 0.3 0.05 0.1 0.09 0.63683E+19 0.79730E+08 0.33682E+04 0.36215E+08 0.23090E+16 0.12454E+16
1000. 0.3 0.05 0.1 0.12 0.60708E+19 0.78780E+08 0.33481E+04 0.34977E+08 0.23103E+16 0.96215E+15
1000. 0.3 0.05 0.1 0.15 0.56815E+19 0.77910E+08 0.33306E+04 0.33576E+08 0.22100E+16 0.72999E+15
1000. 0.3 0.05 0.2 0.0 0.70592E+19 0.84320E+08 0.34118E+04 0.37469E+08 0.17662E+16 0.23102E+16
1000. 0.3 0.05 0.2 0.03 0.68106E+19 0.82550E+08 0.33859E+04 0.37447E+08 0.21291E+16 0.18014E+16
1000. 0.3 0.05 0.2 0.06 0.65279E+19 0.81550E+08 0.33669E+04 0.36700E+08 0.22595E+16 0.14328E+16
1000. 0.3 0.05 0.2 0.09 0.62616E+19 0.79160E+08 0.33474E+04 0.35759E+08 0.23352E+16 0.11155E+16
1000. 0.3 0.05 0.2 0.12 0.59496E+19 0.78460E+08 0.33258E+04 0.34487E+08 0.23185E+16 0.84378E+15
1000. 0.3 0.05 0.2 0.15 0.55220E+19 0.77500E+08 0.33067E+04 0.33121E+08 0.21922E+16 0.62648E+15
1000. 0.3 0.05 0.3 0.0 0.69940E+19 0.83980E+08 0.33869E+04 0.37375E+08 0.19215E+16 0.21071E+16
1000. 0.3 0.05 0.3 0.03 0.67133E+19 0.82110E+08 0.33684E+04 0.37163E+08 0.22018E+16 0.16432E+16
1000. 0.3 0.05 0.3 0.06 0.64190E+19 0.80580E+08 0.33501E+04 0.36391E+08 0.23062E+16 0.12938E+16
1000. 0.3 0.05 0.3 0.09 0.61497E+19 0.78620E+08 0.33287E+04 0.35355E+08 0.23604E+16 0.99044E+15
1000. 0.3 0.05 0.3 0.12 0.58226E+19 0.77980E+08 0.33049E+04 0.34074E+08 0.23273E+16 0.73033E+15
1000. 0.3 0.05 0.3 0.15 0.53456E+19 0.77010E+08 0.32801E+04 0.32605E+08 0.21533E+16 0.53282E+15
1000. 0.3 0.05 0.4 0.0 0.69112E+19 0.83450E+08 0.33689E+04 0.37222E+08 0.20468E+16 0.19178E+16
1000. 0.3 0.05 0.4 0.03 0.65847E+19 0.81780E+08 0.33521E+04 0.36762E+08 0.22336E+16 0.14970E+16
1000. 0.3 0.05 0.4 0.06 0.63142E+19 0.79160E+08 0.33321E+04 0.36009E+08 0.23403E+16 0.11638E+16
1000. 0.3 0.05 0.4 0.09 0.60424E+19 0.78340E+08 0.33084E+04 0.34908E+08 0.23792E+16 0.87150E+15
1000. 0.3 0.05 0.4 0.12 0.56883E+19 0.77680E+08 0.32812E+04 0.33609E+08 0.23219E+16 0.62437E+15
1000. 0.3 0.05 0.4 0.15 0.51341E+19 0.76220E+08 0.32469E+04 0.32138E+08 0.20962E+16 0.44674E+15
1000. 0.3 0.05 0.5 0.0 0.67970E+19 0.82650E+08 0.33549E+04 0.37098E+08 0.21401E+16 0.17461E+16
1000. 0.3 0.05 0.5 0.03 0.64611E+19 0.81140E+08 0.33368E+04 0.36457E+08 0.22698E+16 0.13605E+16
1000. 0.3 0.05 0.5 0.06 0.62093E+19 0.78650E+08 0.33138E+04 0.35664E+08 0.23736E+16 0.10392E+16
1000. 0.3 0.05 0.5 0.09 0.59272E+19 0.78030E+08 0.32858E+04 0.34510E+08 0.23958E+16 0.75668E+15
1000. 0.3 0.05 0.5 0.12 0.55406E+19 0.77420E+08 0.32510E+04 0.33097E+08 0.23004E+16 0.52579E+15
1000. 0.3 0.05 0.5 0.15 0.48819E+19 0.74480E+08 0.32023E+04 0.31671E+08 0.20136E+16 0.36929E+15
1000. 0.3 0.07 0.1 0.0 0.71346E+19 0.83600E+08 0.34668E+04 0.38378E+08 0.16767E+16 0.25431E+16
1000. 0.3 0.07 0.1 0.03 0.68874E+19 0.82660E+08 0.34000E+04 0.37569E+08 0.19601E+16 0.20277E+16
1000. 0.3 0.07 0.1 0.06 0.66089E+19 0.81610E+08 0.33741E+04 0.36741E+08 0.21164E+16 0.16258E+16
1000. 0.3 0.07 0.1 0.09 0.63184E+19 0.79340E+08 0.33507E+04 0.36477E+08 0.23412E+16 0.12107E+16
1000. 0.3 0.07 0.1 0.12 0.59795E+19 0.78520E+08 0.33267E+04 0.35174E+08 0.23234E+16 0.91805E+15
1000. 0.3 0.07 0.1 0.15 0.55251E+19 0.77310E+08 0.33030E+04 0.33731E+08 0.21863E+16 0.68591E+15
1000. 0.3 0.07 0.2 0.0 0.70354E+19 0.83760E+08 0.34095E+04 0.37482E+08 0.16777E+16 0.23863E+16
1000. 0.3 0.07 0.2 0.03 0.68024E+19 0.82360E+08 0.33749E+04 0.37877E+08 0.21827E+16 0.17881E+16
1000. 0.3 0.07 0.2 0.06 0.64964E+19 0.80760E+08 0.33514E+04 0.37021E+08 0.23020E+16 0.14046E+16
1000. 0.3 0.07 0.2 0.09 0.61936E+19 0.78770E+08 0.33285E+04 0.36047E+08 0.23676E+16 0.10732E+16
1000. 0.3 0.07 0.2 0.12 0.58404E+19 0.77990E+08 0.33019E+04 0.34736E+08 0.23329E+16 0.79362E+15
1000. 0.3 0.07 0.2 0.15 0.53305E+19 0.76560E+08 0.32727E+04 0.33309E+08 0.21546E+16 0.58184E+15
1000. 0.3 0.07 0.3 0.0 0.69905E+19 0.83660E+08 0.33786E+04 0.37923E+08 0.19827E+16 0.21030E+16
1000. 0.3 0.07 0.3 0.03 0.66986E+19 0.82000E+08 0.33548E+04 0.37503E+08 0.22471E+16 0.16245E+16
1000. 0.3 0.07 0.3 0.06 0.63750E+19 0.79340E+08 0.33323E+04 0.36680E+08 0.23450E+16 0.12588E+16
1000. 0.3 0.07 0.3 0.09 0.60718E+19 0.78350E+08 0.33057E+04 0.35576E+08 0.23849E+16 0.94421E+15
1000. 0.3 0.07 0.3 0.12 0.57002E+19 0.77640E+08 0.32766E+04 0.34244E+08 0.23298E+16 0.67847E+15
1000. 0.3 0.07 0.3 0.15 0.51031E+19 0.75040E+08 0.32364E+04 0.32879E+08 0.20956E+16 0.49018E+15
1000. 0.3 0.07 0.4 0.0 0.69030E+19 0.83150E+08 0.33593E+04 0.37735E+08 0.21066E+16 0.19079E+16
1000. 0.3 0.07 0.4 0.03 0.65553E+19 0.81540E+08 0.33370E+04 0.37068E+08 0.22739E+16 0.14711E+16
1000. 0.3 0.07 0.4 0.06 0.62604E+19 0.78740E+08 0.33122E+04 0.36295E+08 0.23792E+16 0.11227E+16
1000. 0.3 0.07 0.4 0.09 0.59507E+19 0.78100E+08 0.32823E+04 0.35131E+08 0.24020E+16 0.81983E+15
1000. 0.3 0.07 0.4 0.12 0.55424E+19 0.77280E+08 0.32461E+04 0.33754E+08 0.23123E+16 0.57092E+15
1000. 0.3 0.07 0.4 0.15 0.48179E+19 0.72300E+08 0.31897E+04 0.32612E+08 0.20129E+16 0.40856E+15
1000. 0.3 0.07 0.5 0.0 0.67882E+19 0.82420E+08 0.33423E+04 0.37498E+08 0.21932E+16 0.17297E+16
1000. 0.3 0.07 0.5 0.03 0.64219E+19 0.80080E+08 0.33195E+04 0.36780E+08 0.23123E+16 0.13279E+16
1000. 0.3 0.07 0.5 0.06 0.61446E+19 0.78320E+08 0.32909E+04 0.35940E+08 0.24109E+16 0.99257E+15
1000. 0.3 0.07 0.5 0.09 0.58299E+19 0.77850E+08 0.32552E+04 0.34726E+08 0.24198E+16 0.70030E+15
1000. 0.3 0.07 0.5 0.12 0.53569E+19 0.76530E+08 0.32055E+04 0.33239E+08 0.22715E+16 0.47263E+15
1000. 0.3 0.07 0.5 0.15 0.44632E+19 0.68240E+08 0.31214E+04 0.32320E+08 0.18700E+16 0.35311E+15
1000. 0.3 0.09 0.1 0.0 0.70880E+19 0.83240E+08 0.34582E+04 0.38829E+08 0.16677E+16 0.25739E+16
1000. 0.3 0.09 0.1 0.03 0.68897E+19 0.82550E+08 0.33883E+04 0.37952E+08 0.19955E+16 0.20344E+16
1000. 0.3 0.09 0.1 0.06 0.65871E+19 0.80940E+08 0.33598E+04 0.37802E+08 0.23001E+16 0.15375E+16
1000. 0.3 0.09 0.1 0.09 0.62581E+19 0.79050E+08 0.33322E+04 0.36789E+08 0.23688E+16 0.11794E+16
1000. 0.3 0.09 0.1 0.12 0.58777E+19 0.78120E+08 0.33043E+04 0.35436E+08 0.23308E+16 0.87922E+15
1000. 0.3 0.09 0.1 0.15 0.53349E+19 0.75950E+08 0.32727E+04 0.34035E+08 0.21459E+16 0.65238E+15
1000. 0.3 0.09 0.2 0.0 0.70443E+19 0.83530E+08 0.34000E+04 0.38706E+08 0.18810E+16 0.23210E+16
1000. 0.3 0.09 0.2 0.03 0.67943E+19 0.82210E+08 0.33632E+04 0.38284E+08 0.22287E+16 0.17801E+16
1000. 0.3 0.09 0.2 0.06 0.64558E+19 0.79840E+08 0.33367E+04 0.37426E+08 0.23469E+16 0.13768E+16
1000. 0.3 0.09 0.2 0.09 0.61203E+19 0.78510E+08 0.33077E+04 0.36331E+08 0.23902E+16 0.10366E+16
1000. 0.3 0.09 0.2 0.12 0.57232E+19 0.77650E+08 0.32765E+04 0.34974E+08 0.23339E+16 0.75092E+15
1000. 0.3 0.09 0.2 0.15 0.50857E+19 0.73680E+08 0.32337E+04 0.33779E+08 0.20963E+16 0.55127E+15
1000. 0.3 0.09 0.3 0.0 0.69854E+19 0.83320E+08 0.33702E+04 0.38505E+08 0.20435E+16 0.21018E+16
1000. 0.3 0.09 0.3 0.03 0.66812E+19 0.81820E+08 0.33407E+04 0.37846E+08 0.22879E+16 0.16091E+16
1000. 0.3 0.09 0.3 0.06 0.63243E+19 0.78990E+08 0.33142E+04 0.37017E+08 0.23810E+16 0.12270E+16
1000. 0.3 0.09 0.3 0.09 0.59867E+19 0.78170E+08 0.32824E+04 0.35864E+08 0.24068E+16 0.90210E+15
1000. 0.3 0.09 0.3 0.12 0.55613E+19 0.77050E+08 0.32450E+04 0.34465E+08 0.23201E+16 0.63381E+15
1000. 0.3 0.09 0.3 0.15 0.47847E+19 0.70390E+08 0.31866E+04 0.33424E+08 0.19825E+16 0.48215E+15
1000. 0.3 0.09 0.4 0.0 0.68952E+19 0.82890E+08 0.33482E+04 0.38245E+08 0.21621E+16 0.19021E+16
1000. 0.3 0.09 0.4 0.03 0.65200E+19 0.81090E+08 0.33211E+04 0.37407E+08 0.23104E+16 0.14484E+16
1000. 0.3 0.09 0.4 0.06 0.61947E+19 0.78500E+08 0.32922E+04 0.36641E+08 0.24128E+16 0.10854E+16
1000. 0.3 0.09 0.4 0.09 0.58557E+19 0.77890E+08 0.32554E+04 0.35416E+08 0.24233E+16 0.77282E+15
1000. 0.3 0.09 0.4 0.12 0.53655E+19 0.76260E+08 0.32064E+04 0.33987E+08 0.22833E+16 0.52706E+15
1000. 0.3 0.09 0.4 0.15 0.44134E+19 0.66000E+08 0.31184E+04 0.33552E+08 0.18798E+16 0.40232E+15
1000. 0.3 0.09 0.5 0.0 0.67761E+19 0.82210E+08 0.33288E+04 0.37924E+08 0.22436E+16 0.17169E+16
1000. 0.3 0.09 0.5 0.03 0.63763E+19 0.79140E+08 0.33018E+04 0.37135E+08 0.23507E+16 0.12985E+16
1000. 0.3 0.09 0.5 0.06 0.60736E+19 0.78160E+08 0.32675E+04 0.36269E+08 0.24451E+16 0.94983E+15
1000. 0.3 0.09 0.5 0.09 0.57264E+19 0.77470E+08 0.32233E+04 0.35005E+08 0.24401E+16 0.64918E+15
1000. 0.3 0.09 0.5 0.12 0.51134E+19 0.74050E+08 0.31486E+04 0.33596E+08 0.22144E+16 0.43319E+15
1000. 0.3 0.09 0.5 0.15 0.39600E+19 0.60450E+08 0.30151E+04 0.33918E+08 0.17367E+16 0.33334E+15
