#Nucl_X Initial_stress Strength_excess Dc_0 Dc_Rate Seismic_Moment Ruptured_Area Rupture_velocity Stress_drop E_g E_r
4000. 0.4 0.03 0.3 0.15 0.83687E+19 0.80550E+08 0.33451E+04 0.43969E+08 0.38104E+16 0.18606E+16
4000. 0.4 0.03 0.4 0.0 0.92569E+19 0.83200E+08 0.33945E+04 0.46023E+08 0.31345E+16 0.34313E+16
4000. 0.4 0.03 0.4 0.03 0.90100E+19 0.81770E+08 0.33778E+04 0.46191E+08 0.34402E+16 0.29737E+16
4000. 0.4 0.03 0.4 0.06 0.88185E+19 0.81220E+08 0.33558E+04 0.45689E+08 0.35969E+16 0.26125E+16
4000. 0.4 0.03 0.4 0.09 0.86303E+19 0.80900E+08 0.33363E+04 0.45059E+08 0.37008E+16 0.22923E+16
4000. 0.4 0.03 0.4 0.12 0.84556E+19 0.80670E+08 0.33175E+04 0.44382E+08 0.37855E+16 0.19981E+16
4000. 0.4 0.03 0.4 0.15 0.82746E+19 0.80360E+08 0.32994E+04 0.43572E+08 0.38279E+16 0.17286E+16
4000. 0.4 0.03 0.5 0.0 0.91649E+19 0.82910E+08 0.33407E+04 0.45790E+08 0.32414E+16 0.32263E+16
4000. 0.4 0.03 0.5 0.03 0.89274E+19 0.81550E+08 0.33242E+04 0.45904E+08 0.35132E+16 0.28025E+16
4000. 0.4 0.03 0.5 0.06 0.87176E+19 0.81030E+08 0.33026E+04 0.45310E+08 0.36281E+16 0.24594E+16
4000. 0.4 0.03 0.5 0.09 0.85346E+19 0.80740E+08 0.32822E+04 0.44697E+08 0.37290E+16 0.21501E+16
4000. 0.4 0.03 0.5 0.12 0.83648E+19 0.80460E+08 0.32622E+04 0.44008E+08 0.38085E+16 0.18648E+16
4000. 0.4 0.03 0.5 0.15 0.81838E+19 0.80190E+08 0.32415E+04 0.43172E+08 0.38430E+16 0.16021E+16
4000. 0.4 0.05 0.1 0.0 0.95668E+19 0.83190E+08 0.36572E+04 0.46649E+08 0.27124E+16 0.41656E+16
4000. 0.4 0.05 0.1 0.03 0.92210E+19 0.82560E+08 0.35192E+04 0.46524E+08 0.30957E+16 0.35158E+16
4000. 0.4 0.05 0.1 0.06 0.90281E+19 0.81510E+08 0.34827E+04 0.46572E+08 0.34070E+16 0.30729E+16
4000. 0.4 0.05 0.1 0.09 0.88635E+19 0.81150E+08 0.34515E+04 0.46052E+08 0.35888E+16 0.27019E+16
4000. 0.4 0.05 0.1 0.12 0.86907E+19 0.80910E+08 0.34247E+04 0.45381E+08 0.37149E+16 0.23634E+16
4000. 0.4 0.05 0.1 0.15 0.85022E+19 0.80660E+08 0.34018E+04 0.44560E+08 0.37830E+16 0.20558E+16
4000. 0.4 0.05 0.2 0.0 0.93868E+19 0.83080E+08 0.35024E+04 0.46928E+08 0.29694E+16 0.38194E+16
4000. 0.4 0.05 0.2 0.03 0.91363E+19 0.82190E+08 0.34511E+04 0.46476E+08 0.32412E+16 0.33028E+16
4000. 0.4 0.05 0.2 0.06 0.89636E+19 0.81420E+08 0.34229E+04 0.46287E+08 0.35061E+16 0.28881E+16
4000. 0.4 0.05 0.2 0.09 0.87814E+19 0.81080E+08 0.33978E+04 0.45684E+08 0.36515E+16 0.25311E+16
4000. 0.4 0.05 0.2 0.12 0.85956E+19 0.80810E+08 0.33744E+04 0.44961E+08 0.37518E+16 0.22043E+16
4000. 0.4 0.05 0.2 0.15 0.84019E+19 0.80570E+08 0.33532E+04 0.44135E+08 0.38069E+16 0.19080E+16
4000. 0.4 0.05 0.3 0.0 0.92787E+19 0.82990E+08 0.34277E+04 0.46394E+08 0.30215E+16 0.36128E+16
4000. 0.4 0.05 0.3 0.03 0.90663E+19 0.81900E+08 0.33983E+04 0.46389E+08 0.33761E+16 0.31057E+16
4000. 0.4 0.05 0.3 0.06 0.88853E+19 0.81270E+08 0.33729E+04 0.45964E+08 0.35821E+16 0.27120E+16
4000. 0.4 0.05 0.3 0.09 0.86902E+19 0.80950E+08 0.33495E+04 0.45296E+08 0.36992E+16 0.23672E+16
4000. 0.4 0.05 0.3 0.12 0.84993E+19 0.80690E+08 0.33281E+04 0.44575E+08 0.37860E+16 0.20528E+16
4000. 0.4 0.05 0.3 0.15 0.83034E+19 0.80420E+08 0.33069E+04 0.43711E+08 0.38275E+16 0.17662E+16
4000. 0.4 0.05 0.4 0.0 0.92131E+19 0.82860E+08 0.33723E+04 0.46130E+08 0.31586E+16 0.33914E+16
4000. 0.4 0.05 0.4 0.03 0.89965E+19 0.81640E+08 0.33500E+04 0.46176E+08 0.34842E+16 0.29181E+16
4000. 0.4 0.05 0.4 0.06 0.87925E+19 0.81130E+08 0.33257E+04 0.45595E+08 0.36340E+16 0.25444E+16
4000. 0.4 0.05 0.4 0.09 0.85908E+19 0.80810E+08 0.33036E+04 0.44915E+08 0.37346E+16 0.22120E+16
4000. 0.4 0.05 0.4 0.12 0.84016E+19 0.80530E+08 0.32820E+04 0.44182E+08 0.38123E+16 0.19085E+16
4000. 0.4 0.05 0.4 0.15 0.82033E+19 0.80140E+08 0.32598E+04 0.43306E+08 0.38455E+16 0.16295E+16
4000. 0.4 0.05 0.5 0.0 0.91374E+19 0.82590E+08 0.33177E+04 0.45905E+08 0.32846E+16 0.31799E+16
4000. 0.4 0.05 0.5 0.03 0.89084E+19 0.81430E+08 0.32966E+04 0.45835E+08 0.35498E+16 0.27430E+16
4000. 0.4 0.05 0.5 0.06 0.86841E+19 0.80970E+08 0.32735E+04 0.45196E+08 0.36618E+16 0.23870E+16
4000. 0.4 0.05 0.5 0.09 0.84890E+19 0.80630E+08 0.32505E+04 0.44526E+08 0.37582E+16 0.20671E+16
4000. 0.4 0.05 0.5 0.12 0.83044E+19 0.80350E+08 0.32270E+04 0.43760E+08 0.38275E+16 0.17731E+16
4000. 0.4 0.05 0.5 0.15 0.81058E+19 0.79940E+08 0.32021E+04 0.42858E+08 0.38532E+16 0.15008E+16
4000. 0.4 0.07 0.1 0.0 0.94970E+19 0.82900E+08 0.36141E+04 0.46623E+08 0.26677E+16 0.41562E+16
4000. 0.4 0.07 0.1 0.03 0.91832E+19 0.82240E+08 0.34982E+04 0.46713E+08 0.31335E+16 0.34778E+16
4000. 0.4 0.07 0.1 0.06 0.90101E+19 0.81400E+08 0.34588E+04 0.46578E+08 0.34453E+16 0.30225E+16
4000. 0.4 0.07 0.1 0.09 0.88360E+19 0.81060E+08 0.34262E+04 0.45981E+08 0.36229E+16 0.26387E+16
4000. 0.4 0.07 0.1 0.12 0.86494E+19 0.80850E+08 0.33982E+04 0.45240E+08 0.37416E+16 0.22890E+16
4000. 0.4 0.07 0.1 0.15 0.84431E+19 0.80520E+08 0.33732E+04 0.44361E+08 0.37998E+16 0.19725E+16
4000. 0.4 0.07 0.2 0.0 0.92932E+19 0.82570E+08 0.34844E+04 0.46993E+08 0.29297E+16 0.38007E+16
4000. 0.4 0.07 0.2 0.03 0.91193E+19 0.82000E+08 0.34300E+04 0.46569E+08 0.32836E+16 0.32613E+16
4000. 0.4 0.07 0.2 0.06 0.89418E+19 0.81290E+08 0.34000E+04 0.46259E+08 0.35425E+16 0.28324E+16
4000. 0.4 0.07 0.2 0.09 0.87491E+19 0.80960E+08 0.33724E+04 0.45589E+08 0.36853E+16 0.24618E+16
4000. 0.4 0.07 0.2 0.12 0.85487E+19 0.80680E+08 0.33470E+04 0.44826E+08 0.37809E+16 0.21249E+16
4000. 0.4 0.07 0.2 0.15 0.83392E+19 0.80440E+08 0.33224E+04 0.43909E+08 0.38234E+16 0.18198E+16
4000. 0.4 0.07 0.3 0.0 0.92375E+19 0.82700E+08 0.34101E+04 0.46475E+08 0.30348E+16 0.35816E+16
4000. 0.4 0.07 0.3 0.03 0.90519E+19 0.81730E+08 0.33769E+04 0.46423E+08 0.34192E+16 0.30570E+16
4000. 0.4 0.07 0.3 0.06 0.88630E+19 0.81150E+08 0.33490E+04 0.45925E+08 0.36227E+16 0.26504E+16
4000. 0.4 0.07 0.3 0.09 0.86544E+19 0.80830E+08 0.33233E+04 0.45201E+08 0.37357E+16 0.22931E+16
4000. 0.4 0.07 0.3 0.12 0.84488E+19 0.80600E+08 0.32989E+04 0.44413E+08 0.38139E+16 0.19690E+16
4000. 0.4 0.07 0.3 0.15 0.82350E+19 0.80140E+08 0.32743E+04 0.43488E+08 0.38457E+16 0.16735E+16
4000. 0.4 0.07 0.4 0.0 0.91832E+19 0.82530E+08 0.33559E+04 0.46300E+08 0.32049E+16 0.33478E+16
4000. 0.4 0.07 0.4 0.03 0.89814E+19 0.81480E+08 0.33281E+04 0.46183E+08 0.35285E+16 0.28640E+16
4000. 0.4 0.07 0.4 0.06 0.87658E+19 0.81060E+08 0.33019E+04 0.45531E+08 0.36738E+16 0.24773E+16
4000. 0.4 0.07 0.4 0.09 0.85492E+19 0.80690E+08 0.32773E+04 0.44809E+08 0.37706E+16 0.21333E+16
4000. 0.4 0.07 0.4 0.12 0.83457E+19 0.80390E+08 0.32524E+04 0.43995E+08 0.38383E+16 0.18205E+16
4000. 0.4 0.07 0.4 0.15 0.81298E+19 0.79900E+08 0.32261E+04 0.43048E+08 0.38615E+16 0.15321E+16
4000. 0.4 0.07 0.5 0.0 0.91142E+19 0.82310E+08 0.33017E+04 0.46039E+08 0.33345E+16 0.31323E+16
4000. 0.4 0.07 0.5 0.03 0.88888E+19 0.81310E+08 0.32760E+04 0.45814E+08 0.35912E+16 0.26849E+16
4000. 0.4 0.07 0.5 0.06 0.86518E+19 0.80840E+08 0.32505E+04 0.45084E+08 0.36953E+16 0.23162E+16
4000. 0.4 0.07 0.5 0.09 0.84426E+19 0.80500E+08 0.32244E+04 0.44361E+08 0.37865E+16 0.19856E+16
4000. 0.4 0.07 0.5 0.12 0.82408E+19 0.80230E+08 0.31975E+04 0.43503E+08 0.38421E+16 0.16830E+16
4000. 0.4 0.07 0.5 0.15 0.80234E+19 0.79580E+08 0.31679E+04 0.42549E+08 0.38593E+16 0.14020E+16
4000. 0.4 0.09 0.1 0.0 0.93964E+19 0.82320E+08 0.35930E+04 0.47722E+08 0.29195E+16 0.39913E+16
4000. 0.4 0.09 0.1 0.03 0.91577E+19 0.81990E+08 0.34829E+04 0.46856E+08 0.31713E+16 0.34417E+16
4000. 0.4 0.09 0.1 0.06 0.89964E+19 0.81320E+08 0.34409E+04 0.46556E+08 0.34797E+16 0.29754E+16
4000. 0.4 0.09 0.1 0.09 0.88102E+19 0.80950E+08 0.34070E+04 0.45900E+08 0.36552E+16 0.25770E+16
4000. 0.4 0.09 0.1 0.12 0.86057E+19 0.80670E+08 0.33775E+04 0.45132E+08 0.37697E+16 0.22161E+16
4000. 0.4 0.09 0.1 0.15 0.83851E+19 0.80350E+08 0.33495E+04 0.44168E+08 0.38167E+16 0.18909E+16
4000. 0.4 0.09 0.2 0.0 0.92179E+19 0.82070E+08 0.34744E+04 0.47131E+08 0.29215E+16 0.37739E+16
4000. 0.4 0.09 0.2 0.03 0.91020E+19 0.81830E+08 0.34145E+04 0.46649E+08 0.33234E+16 0.32204E+16
4000. 0.4 0.09 0.2 0.06 0.89231E+19 0.81180E+08 0.33812E+04 0.46229E+08 0.35791E+16 0.27783E+16
4000. 0.4 0.09 0.2 0.09 0.87172E+19 0.80830E+08 0.33520E+04 0.45511E+08 0.37200E+16 0.23944E+16
4000. 0.4 0.09 0.2 0.12 0.85030E+19 0.80590E+08 0.33244E+04 0.44687E+08 0.38087E+16 0.20472E+16
4000. 0.4 0.09 0.2 0.15 0.82754E+19 0.80170E+08 0.32968E+04 0.43700E+08 0.38395E+16 0.17339E+16
4000. 0.4 0.09 0.3 0.0 0.92033E+19 0.82360E+08 0.33988E+04 0.46668E+08 0.30766E+16 0.35427E+16
4000. 0.4 0.09 0.3 0.03 0.90404E+19 0.81620E+08 0.33600E+04 0.46451E+08 0.34618E+16 0.30102E+16
4000. 0.4 0.09 0.3 0.06 0.88416E+19 0.81100E+08 0.33297E+04 0.45872E+08 0.36603E+16 0.25904E+16
4000. 0.4 0.09 0.3 0.09 0.86190E+19 0.80740E+08 0.33020E+04 0.45111E+08 0.37715E+16 0.22207E+16
4000. 0.4 0.09 0.3 0.12 0.83971E+19 0.80430E+08 0.32748E+04 0.44245E+08 0.38387E+16 0.18871E+16
4000. 0.4 0.09 0.3 0.15 0.81651E+19 0.79900E+08 0.32470E+04 0.43253E+08 0.38601E+16 0.15828E+16
4000. 0.4 0.09 0.4 0.0 0.91672E+19 0.82300E+08 0.33425E+04 0.46428E+08 0.32536E+16 0.33059E+16
4000. 0.4 0.09 0.4 0.03 0.89659E+19 0.81380E+08 0.33109E+04 0.46198E+08 0.35714E+16 0.28121E+16
4000. 0.4 0.09 0.4 0.06 0.87385E+19 0.80920E+08 0.32827E+04 0.45463E+08 0.37111E+16 0.24116E+16
4000. 0.4 0.09 0.4 0.09 0.85078E+19 0.80580E+08 0.32551E+04 0.44684E+08 0.38029E+16 0.20560E+16
4000. 0.4 0.09 0.4 0.12 0.82869E+19 0.80230E+08 0.32276E+04 0.43786E+08 0.38581E+16 0.17340E+16
4000. 0.4 0.09 0.4 0.15 0.80507E+19 0.79550E+08 0.31978E+04 0.42794E+08 0.38729E+16 0.14368E+16
4000. 0.4 0.09 0.5 0.0 0.90954E+19 0.82050E+08 0.32893E+04 0.46184E+08 0.33868E+16 0.30870E+16
4000. 0.4 0.09 0.5 0.03 0.88685E+19 0.81170E+08 0.32600E+04 0.45786E+08 0.36301E+16 0.26279E+16
4000. 0.4 0.09 0.5 0.06 0.86171E+19 0.80760E+08 0.32319E+04 0.44963E+08 0.37249E+16 0.22463E+16
4000. 0.4 0.09 0.5 0.09 0.83924E+19 0.80400E+08 0.32033E+04 0.44188E+08 0.38104E+16 0.19050E+16
4000. 0.4 0.09 0.5 0.12 0.81712E+19 0.79950E+08 0.31729E+04 0.43249E+08 0.38526E+16 0.15939E+16
4000. 0.4 0.09 0.5 0.15 0.79332E+19 0.79080E+08 0.31388E+04 0.42240E+08 0.38590E+16 0.13054E+16
4000. 0.4 0.11 0.1 0.0 0.93506E+19 0.82070E+08 0.35597E+04 0.47826E+08 0.29213E+16 0.39707E+16
4000. 0.4 0.11 0.1 0.03 0.91501E+19 0.81850E+08 0.34557E+04 0.46962E+08 0.32135E+16 0.34090E+16
4000. 0.4 0.11 0.1 0.06 0.89801E+19 0.81250E+08 0.34108E+04 0.46524E+08 0.35092E+16 0.29296E+16
4000. 0.4 0.11 0.1 0.09 0.87843E+19 0.80890E+08 0.33755E+04 0.45828E+08 0.36871E+16 0.25171E+16
4000. 0.4 0.11 0.1 0.12 0.85672E+19 0.80580E+08 0.33434E+04 0.45002E+08 0.37966E+16 0.21452E+16
4000. 0.4 0.11 0.1 0.15 0.83270E+19 0.80110E+08 0.33129E+04 0.43978E+08 0.38322E+16 0.18116E+16
4000. 0.4 0.11 0.2 0.0 0.92018E+19 0.81960E+08 0.34465E+04 0.47176E+08 0.29370E+16 0.37532E+16
4000. 0.4 0.11 0.2 0.03 0.90946E+19 0.81740E+08 0.33854E+04 0.46666E+08 0.33593E+16 0.31815E+16
4000. 0.4 0.11 0.2 0.06 0.89065E+19 0.81120E+08 0.33513E+04 0.46202E+08 0.36160E+16 0.27258E+16
4000. 0.4 0.11 0.2 0.09 0.86881E+19 0.80770E+08 0.33189E+04 0.45419E+08 0.37528E+16 0.23287E+16
4000. 0.4 0.11 0.2 0.12 0.84567E+19 0.80460E+08 0.32884E+04 0.44535E+08 0.38328E+16 0.19716E+16
4000. 0.4 0.11 0.2 0.15 0.82092E+19 0.79940E+08 0.32570E+04 0.43484E+08 0.38517E+16 0.16498E+16
4000. 0.4 0.11 0.3 0.0 0.91921E+19 0.82120E+08 0.33733E+04 0.46844E+08 0.31304E+16 0.35058E+16
4000. 0.4 0.11 0.3 0.03 0.90286E+19 0.81490E+08 0.33306E+04 0.46482E+08 0.35018E+16 0.29659E+16
4000. 0.4 0.11 0.3 0.06 0.88201E+19 0.81000E+08 0.32981E+04 0.45816E+08 0.36958E+16 0.25321E+16
4000. 0.4 0.11 0.3 0.09 0.85830E+19 0.80630E+08 0.32677E+04 0.45011E+08 0.38038E+16 0.21500E+16
4000. 0.4 0.11 0.3 0.12 0.83428E+19 0.80280E+08 0.32379E+04 0.44057E+08 0.38577E+16 0.18071E+16
4000. 0.4 0.11 0.3 0.15 0.80896E+19 0.79480E+08 0.32067E+04 0.43024E+08 0.38699E+16 0.14941E+16
4000. 0.4 0.11 0.4 0.0 0.91491E+19 0.82020E+08 0.33174E+04 0.46618E+08 0.33092E+16 0.32641E+16
4000. 0.4 0.11 0.4 0.03 0.89500E+19 0.81290E+08 0.32816E+04 0.46203E+08 0.36110E+16 0.27619E+16
4000. 0.4 0.11 0.4 0.06 0.87105E+19 0.80830E+08 0.32510E+04 0.45387E+08 0.37456E+16 0.23472E+16
4000. 0.4 0.11 0.4 0.09 0.84629E+19 0.80500E+08 0.32216E+04 0.44540E+08 0.38292E+16 0.19799E+16
4000. 0.4 0.11 0.4 0.12 0.82221E+19 0.79980E+08 0.31908E+04 0.43576E+08 0.38727E+16 0.16491E+16
4000. 0.4 0.11 0.4 0.15 0.79644E+19 0.78920E+08 0.31573E+04 0.42538E+08 0.38776E+16 0.13437E+16
4000. 0.4 0.11 0.5 0.0 0.90750E+19 0.81810E+08 0.32644E+04 0.46314E+08 0.34345E+16 0.30431E+16
4000. 0.4 0.11 0.5 0.03 0.88467E+19 0.81080E+08 0.32320E+04 0.45748E+08 0.36657E+16 0.25718E+16
4000. 0.4 0.11 0.5 0.06 0.85785E+19 0.80630E+08 0.32011E+04 0.44835E+08 0.37510E+16 0.21766E+16
4000. 0.4 0.11 0.5 0.09 0.83365E+19 0.80300E+08 0.31695E+04 0.44005E+08 0.38290E+16 0.18247E+16
4000. 0.4 0.11 0.5 0.12 0.80945E+19 0.79630E+08 0.31348E+04 0.43008E+08 0.38598E+16 0.15054E+16
4000. 0.4 0.11 0.5 0.15 0.78348E+19 0.78450E+08 0.30952E+04 0.41931E+08 0.38522E+16 0.12108E+16
7000. 0.05 0.01 0.1 0.0 0.48084E+13 0.18000E+06 0.29412E+04 0.19126E+06 0.97794E+07 0.43925E+07
7000. 0.05 0.01 0.1 0.03 0.47333E+13 0.18000E+06 0.28992E+04 0.18901E+06 0.94844E+07 0.43027E+07
7000. 0.05 0.01 0.1 0.06 0.46683E+13 0.16000E+06 0.28175E+04 0.18705E+06 0.92344E+07 0.42234E+07
7000. 0.05 0.01 0.1 0.09 0.46119E+13 0.16000E+06 0.27403E+04 0.18528E+06 0.90156E+07 0.41524E+07
7000. 0.05 0.01 0.1 0.12 0.45616E+13 0.16000E+06 0.26672E+04 0.18370E+06 0.88263E+07 0.40884E+07
7000. 0.05 0.01 0.1 0.15 0.45164E+13 0.16000E+06 0.25641E+04 0.18228E+06 0.86575E+07 0.40312E+07
7000. 0.05 0.01 0.2 0.0 0.40716E+13 0.16000E+06 NaN 0.16880E+06 0.70988E+07 0.34919E+07
7000. 0.05 0.01 0.2 0.03 0.40592E+13 0.16000E+06 NaN 0.16831E+06 0.70538E+07 0.34760E+07
7000. 0.05 0.01 0.2 0.06 0.40474E+13 0.16000E+06 NaN 0.16784E+06 0.70088E+07 0.34609E+07
7000. 0.05 0.01 0.2 0.09 0.40362E+13 0.16000E+06 NaN 0.16739E+06 0.69688E+07 0.34464E+07
7000. 0.05 0.01 0.2 0.12 0.40255E+13 0.16000E+06 NaN 0.16697E+06 0.69244E+07 0.34326E+07
7000. 0.05 0.01 0.2 0.15 0.40153E+13 0.16000E+06 NaN 0.16656E+06 0.68888E+07 0.34194E+07
7000. 0.05 0.01 0.3 0.0 0.38898E+13 0.16000E+06 NaN 0.16128E+06 0.64150E+07 0.32544E+07
7000. 0.05 0.01 0.3 0.03 0.38848E+13 0.16000E+06 NaN 0.16108E+06 0.63969E+07 0.32478E+07
7000. 0.05 0.01 0.3 0.06 0.38799E+13 0.16000E+06 NaN 0.16089E+06 0.63775E+07 0.32414E+07
7000. 0.05 0.01 0.3 0.09 0.38753E+13 0.16000E+06 NaN 0.16070E+06 0.63619E+07 0.32355E+07
7000. 0.05 0.01 0.3 0.12 0.38709E+13 0.16000E+06 NaN 0.16053E+06 0.63469E+07 0.32297E+07
7000. 0.05 0.01 0.3 0.15 0.38666E+13 0.16000E+06 NaN 0.16035E+06 0.63319E+07 0.32242E+07
7000. 0.05 0.01 0.4 0.0 0.38068E+13 0.16000E+06 NaN 0.15783E+06 0.61144E+07 0.31454E+07
7000. 0.05 0.01 0.4 0.03 0.38040E+13 0.16000E+06 NaN 0.15772E+06 0.61056E+07 0.31419E+07
7000. 0.05 0.01 0.4 0.06 0.38014E+13 0.16000E+06 NaN 0.15762E+06 0.60963E+07 0.31385E+07
7000. 0.05 0.01 0.4 0.09 0.37988E+13 0.16000E+06 NaN 0.15751E+06 0.60856E+07 0.31351E+07
7000. 0.05 0.01 0.4 0.12 0.37962E+13 0.16000E+06 NaN 0.15741E+06 0.60775E+07 0.31319E+07
7000. 0.05 0.01 0.4 0.15 0.37938E+13 0.16000E+06 NaN 0.15732E+06 0.60694E+07 0.31288E+07
7000. 0.05 0.01 0.5 0.0 0.37592E+13 0.16000E+06 NaN 0.15584E+06 0.59463E+07 0.30820E+07
7000. 0.05 0.01 0.5 0.03 0.37576E+13 0.16000E+06 NaN 0.15578E+06 0.59419E+07 0.30799E+07
7000. 0.05 0.01 0.5 0.06 0.37560E+13 0.16000E+06 NaN 0.15572E+06 0.59363E+07 0.30778E+07
7000. 0.05 0.01 0.5 0.09 0.37545E+13 0.16000E+06 NaN 0.15565E+06 0.59294E+07 0.30758E+07
7000. 0.05 0.01 0.5 0.12 0.37529E+13 0.16000E+06 NaN 0.15559E+06 0.59263E+07 0.30738E+07
7000. 0.05 0.01 0.5 0.15 0.37514E+13 0.16000E+06 NaN 0.15553E+06 0.59206E+07 0.30718E+07
7000. 0.05 0.03 0.1 0.0 0.19338E+14 0.22000E+06 0.37322E+04 0.60790E+06 0.13486E+09 0.46312E+08
7000. 0.05 0.03 0.1 0.03 0.18497E+14 0.22000E+06 0.36912E+04 0.59318E+06 0.12392E+09 0.45172E+08
7000. 0.05 0.03 0.1 0.06 0.17815E+14 0.22000E+06 0.36352E+04 0.58040E+06 0.11518E+09 0.44161E+08
7000. 0.05 0.03 0.1 0.09 0.17249E+14 0.22000E+06 0.35838E+04 0.56950E+06 0.10815E+09 0.43249E+08
7000. 0.05 0.03 0.1 0.12 0.16800E+14 0.22000E+06 0.35609E+04 0.56087E+06 0.10284E+09 0.42376E+08
7000. 0.05 0.03 0.1 0.15 0.16404E+14 0.22000E+06 0.35406E+04 0.55330E+06 0.98290E+08 0.41598E+08
7000. 0.05 0.03 0.2 0.0 0.13460E+14 0.20000E+06 0.35330E+04 0.48834E+06 0.67271E+08 0.34027E+08
7000. 0.05 0.03 0.2 0.03 0.13386E+14 0.20000E+06 0.35100E+04 0.48703E+06 0.66680E+08 0.33801E+08
7000. 0.05 0.03 0.2 0.06 0.13317E+14 0.18000E+06 0.35084E+04 0.48578E+06 0.66114E+08 0.33587E+08
7000. 0.05 0.03 0.2 0.09 0.13251E+14 0.18000E+06 0.35069E+04 0.48459E+06 0.65581E+08 0.33383E+08
7000. 0.05 0.03 0.2 0.12 0.13189E+14 0.18000E+06 0.34849E+04 0.48346E+06 0.65074E+08 0.33189E+08
7000. 0.05 0.03 0.2 0.15 0.13129E+14 0.18000E+06 0.34835E+04 0.48240E+06 0.64600E+08 0.33006E+08
7000. 0.05 0.03 0.3 0.0 0.12447E+14 0.18000E+06 0.32356E+04 0.46826E+06 0.59049E+08 0.30781E+08
7000. 0.05 0.03 0.3 0.03 0.12419E+14 0.18000E+06 0.32189E+04 0.46780E+06 0.58849E+08 0.30693E+08
7000. 0.05 0.03 0.3 0.06 0.12392E+14 0.18000E+06 0.47619E+04 0.46735E+06 0.58648E+08 0.30609E+08
7000. 0.05 0.03 0.3 0.09 0.12366E+14 0.18000E+06 0.47619E+04 0.46691E+06 0.58459E+08 0.30527E+08
7000. 0.05 0.03 0.3 0.12 0.12341E+14 0.18000E+06 0.47619E+04 0.46649E+06 0.58273E+08 0.30448E+08
7000. 0.05 0.03 0.3 0.15 0.12316E+14 0.18000E+06 0.47619E+04 0.46608E+06 0.58095E+08 0.30371E+08
7000. 0.05 0.03 0.4 0.0 0.12006E+14 0.18000E+06 0.47619E+04 0.45950E+06 0.55684E+08 0.29342E+08
7000. 0.05 0.03 0.4 0.03 0.11992E+14 0.18000E+06 0.47619E+04 0.45922E+06 0.55575E+08 0.29296E+08
7000. 0.05 0.03 0.4 0.06 0.11979E+14 0.18000E+06 0.47619E+04 0.45894E+06 0.55473E+08 0.29251E+08
7000. 0.05 0.03 0.4 0.09 0.11966E+14 0.18000E+06 0.47619E+04 0.45867E+06 0.55373E+08 0.29209E+08
7000. 0.05 0.03 0.4 0.12 0.11953E+14 0.18000E+06 0.47619E+04 0.45840E+06 0.55284E+08 0.29168E+08
7000. 0.05 0.03 0.4 0.15 0.11941E+14 0.18000E+06 0.47619E+04 0.45815E+06 0.55185E+08 0.29128E+08
7000. 0.05 0.03 0.5 0.0 0.11767E+14 0.18000E+06 0.47619E+04 0.45378E+06 0.53755E+08 0.28532E+08
7000. 0.05 0.03 0.5 0.03 0.11758E+14 0.18000E+06 0.47619E+04 0.45358E+06 0.53693E+08 0.28504E+08
7000. 0.05 0.03 0.5 0.06 0.11750E+14 0.18000E+06 0.47619E+04 0.45337E+06 0.53625E+08 0.28477E+08
7000. 0.05 0.03 0.5 0.09 0.11742E+14 0.18000E+06 0.47619E+04 0.45317E+06 0.53558E+08 0.28450E+08
7000. 0.05 0.03 0.5 0.12 0.11734E+14 0.18000E+06 0.47619E+04 0.45298E+06 0.53504E+08 0.28424E+08
7000. 0.05 0.03 0.5 0.15 0.11727E+14 0.18000E+06 0.47619E+04 0.45278E+06 0.53431E+08 0.28399E+08
7000. 0.05 0.05 0.1 0.0 0.46468E+14 0.24000E+06 0.40293E+04 0.12320E+07 0.72804E+09 0.15424E+09
7000. 0.05 0.05 0.1 0.03 0.42793E+14 0.24000E+06 0.39130E+04 0.11808E+07 0.63088E+09 0.14787E+09
7000. 0.05 0.05 0.1 0.06 0.39979E+14 0.24000E+06 0.46333E+04 0.11410E+07 0.56028E+09 0.14274E+09
7000. 0.05 0.05 0.1 0.09 0.37783E+14 0.24000E+06 0.44734E+04 0.10980E+07 0.50088E+09 0.13847E+09
7000. 0.05 0.05 0.1 0.12 0.35942E+14 0.24000E+06 0.44488E+04 0.10615E+07 0.45306E+09 0.13493E+09
7000. 0.05 0.05 0.1 0.15 0.34427E+14 0.24000E+06 0.44045E+04 0.10314E+07 0.41548E+09 0.13177E+09
7000. 0.05 0.05 0.2 0.0 0.24433E+14 0.22000E+06 0.39486E+04 0.82673E+06 0.20829E+09 0.10302E+09
7000. 0.05 0.05 0.2 0.03 0.24235E+14 0.22000E+06 0.39400E+04 0.82306E+06 0.20525E+09 0.10216E+09
7000. 0.05 0.05 0.2 0.06 0.24055E+14 0.22000E+06 0.39358E+04 0.81974E+06 0.20258E+09 0.10132E+09
7000. 0.05 0.05 0.2 0.09 0.23889E+14 0.22000E+06 0.38935E+04 0.81677E+06 0.20021E+09 0.10050E+09
7000. 0.05 0.05 0.2 0.12 0.23733E+14 0.21000E+06 0.38863E+04 0.81388E+06 0.19795E+09 0.99741E+08
7000. 0.05 0.05 0.2 0.15 0.23591E+14 0.20000E+06 0.38820E+04 0.81104E+06 0.19585E+09 0.99025E+08
7000. 0.05 0.05 0.3 0.0 0.21944E+14 0.20000E+06 0.40185E+04 0.77517E+06 0.17192E+09 0.90241E+08
